,ID,Name,Other Name,Category,Score,TDSHV,Bookmarks,Reviews,LOD,Price Range,Location,Location 2,Address,URL
1362,r473166,御滿屋日本料理,Superior Manya Japanese Restaurant,"['Japanese', 'Ramen', 'Sushi/Sashimi', 'All-you-can-eat', 'Izakaya']",4,"['40', '30', '40', '30', '40']",49575,1010 Reviews,"['815', '40', '68']",$201-400,Mong Kok,Mong Kok,"1/F, Wu Sang House, 655 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-superior-manya-japanese-restaurant-mong-kok-japanese-all-you-can-eat-r473166
1363,r183212,泰廚泰國菜館,Thai Chef Thais Restaurant,"['Thai', 'Seafood', 'Curry', 'Skewer']",4,"['40', '30', '30', '30', '40']",25294,921 Reviews,"['751', '84', '32']",$101-200,Mong Kok,Mong Kok,"G/F, 126 Tung Choi Street, Mong Kok",https://www.openrice.com/en/hongkong/r-thai-chef-thais-restaurant-mong-kok-thai-curry-r183212
1364,r713197,PokéToké,,"['Japanese', 'Salad']",4,"['40', '40', '40', '40', '40']",7897,282 Reviews,"['252', '12', '5']",$51-100,Mong Kok,Mong Kok,"Shop 1, G/F, Paradise Square, 3 Kwong Wa Street, Mong Kok",https://www.openrice.com/en/hongkong/r-poketoke-mong-kok-japanese-salad-r713197
1365,r615593,茶茶台式料理,Cha Cha,"['Taiwan', 'Hot Pot', 'Taiwanese Drink']",4,"['40', '40', '30', '40', '40']",9739,516 Reviews,"['427', '28', '25']",$51-100,Mong Kok,Mong Kok,"Shop AB, G/F, XX Arcade, 60-104 Soy Street, Mong Kok",https://www.openrice.com/en/hongkong/r-cha-cha-mong-kok-taiwan-hot-pot-r615593
1366,t-r3254,德福閣,Stanford Café,"['Western', 'Buffet', 'Hotel Restaurant']",4,"['30', '30', '40', '40', '40']",20005,591 Reviews,"['443', '62', '36']",$201-400,Mong Kok,Mong Kok,"M/F, Stanford Hotel, 118 Soy Street, Mong Kok",https://www.openrice.com/en/hongkong/r-stanford-cafe-mong-kok-western-buffet-r3254
1367,r633047,令和居酒屋,Reiwa Izakaya,"['Japanese', 'Roast Meat', 'Robatayaki', 'Izakaya']",4.5,"['40', '40', '40', '40', '40']",10328,335 Reviews,"['304', '6', '7']",$101-200,Mong Kok,Mong Kok,"G/F, Kin Wong Mansion Stage II, 111-127 Sai Yee Street, Mong Kok",https://www.openrice.com/en/hongkong/r-reiwa-izakaya-mong-kok-japanese-robatayaki-r633047
1368,r610035,雞翼山 (T.O.P This is Our Place),Chicken Wings Mountain (T.O.P This is Our Place),"['Hong Kong Style', 'Snack Shop & Deli']",4.5,"['40', '30', '40', '40', '40']",7936,471 Reviews,"['418', '24', '2']",$51-100,Mong Kok,Mong Kok,"Shop 14, G/F, T.O.P. This is Our Place, 700 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-chicken-wings-mountain-mong-kok-hong-kong-style-r610035
1369,r478712,新南苑私房菜火鍋鷄煲 (華僑商業中心),San Nam Yuen (Hua Chiao Commercial Centre),"['Hong Kong Style', 'Sichuan', 'Hot Pot', 'Chicken Hot Pot']",4,"['40', '40', '40', '40', '40']",25465,703 Reviews,"['603', '34', '20']",$201-400,Mong Kok,Mong Kok,"3/F, Hua Chiao Commerical Centre, 678 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-san-nam-yuen-mong-kok-hong-kong-style-chicken-hot-pot-r478712
1370,r629661,深宵食堂,Eat Over Night,['Japanese'],4.5,"['40', '40', '40', '40', '40']",10037,285 Reviews,"['265', '10', '2']",$101-200,Mong Kok,Mong Kok,"3/F, Ladder Dundas, 575 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-eat-over-night-mong-kok-japanese-r629661
1371,r184033,老川皇,,"['Sichuan', 'Stir-Fry']",4,"['40', '30', '30', '30', '40']",20539,735 Reviews,"['581', '55', '29']",$51-100,Mong Kok,Mong Kok,"1/F,  Omega Plaza, 32 Dundas Street, Mong Kok",https://www.openrice.com/en/hongkong/r-%E8%80%81%E5%B7%9D%E7%9A%87-mong-kok-sichuan-r184033
1372,r612802,丸十あぶり牧場,Maruju Aburi Farm,"['Japanese', 'BBQ', 'Roast Meat', 'Udon', 'Skewer', 'Izakaya']",4,"['40', '40', '40', '40', '30']",14310,446 Reviews,"['353', '35', '20']",$101-200,Mong Kok,Mong Kok,"Shop 342D,  3/F, MOKO, 193 Prince Edward Road West, Mong Kok",https://www.openrice.com/en/hongkong/r-maruju-aburi-farm-mong-kok-japanese-udon-r612802
1373,r722601,丼燃食堂,DONYIN DINER,"['Japanese', 'Sushi/Sashimi']",4.5,"['40', '40', '40', '40', '40']",8971,238 Reviews,"['201', '17', '3']",$51-100,Mong Kok,Mong Kok,"Shop 6, G/F, Hung Wai Building, 3-5 Fa Yuen Street, Mong Kok",https://www.openrice.com/en/hongkong/r-donyin-diner-mong-kok-japanese-sushi-sashimi-r722601
1374,r577683,Lab 10,,"['Korean', 'Western', 'Korean BBQ']",4,"['30', '40', '30', '40', '30']",14049,839 Reviews,"['649', '52', '54']",$101-200,Mong Kok,Mong Kok,"Shop 26, 10/F, Langham Place, 8 Argyle Street, Mong Kok",https://www.openrice.com/en/hongkong/r-lab-10-mong-kok-western-korean-bbq-r577683
1375,-r23308,孖啡,Double Cafe,"['Western', 'Dessert', 'Coffee Shop', 'Upper-floor Cafe']",4,"['30', '30', '30', '30', '30']",66076,1030 Reviews,"['789', '97', '48']",$101-200,Mong Kok,Mong Kok,"4/F, Ko's House, 577 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-double-cafe-mong-kok-western-dessert-r23308
1376,r731235,十十川滬料理,,"['Sichuan', 'Shanghai']",4,"['40', '40', '30', '40', '30']",8485,129 Reviews,"['95', '11', '8']",$51-100,Mong Kok,Mong Kok,"Shop 7, 4/F, Langham Place Shopping Mall, 8 Argyle Street, Mong Kok",https://www.openrice.com/en/hongkong/r-%E5%8D%81%E5%8D%81%E5%B7%9D%E6%BB%AC%E6%96%99%E7%90%86-mong-kok-sichuan-r731235
1377,r586782,堅韓牛韓燒放題,Real Hanwoo,"['Korean', 'All-you-can-eat', 'Korean BBQ', 'Salt & Sugar Reduction Restaurant']",4,"['30', '30', '30', '30', '30']",26154,296 Reviews,"['189', '16', '38']",$201-400,Mong Kok,Mong Kok,"16/F, 726 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-real-hanwoo-mong-kok-korean-korean-bbq-r586782
1378,r704608,八〇,After Eightys,"['Western', 'All Day Breakfast', 'Coffee Shop']",4,"['40', '40', '40', '40', '40']",10448,200 Reviews,"['166', '12', '8']",$101-200,Mong Kok,Mong Kok,"G/F, 27 Soy Street, Mong Kok",https://www.openrice.com/en/hongkong/r-after-eightys-mong-kok-western-all-day-breakfast-r704608
1379,r592665,平民扒房@友蠔食,Steakhouse@oysterian,"['International', 'Steak House', 'Oyster Bar']",4,"['40', '30', '40', '40', '40']",7469,305 Reviews,"['264', '18', '8']",$101-200,Mong Kok,Mong Kok,"Shop D, G/F, Witty Commercial Building, 1A-1L Tung Choi Street, Mong Kok",https://www.openrice.com/en/hongkong/r-steakhouse-oysterian-mong-kok-international-r592665
1380,t-r1793,花月庭,La Scala,"['International', 'Buffet', 'Hotel Restaurant']",3.5,"['30', '30', '30', '30', '30']",74180,765 Reviews,"['409', '164', '91']",$201-400,Mong Kok,Mong Kok,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West, Mong Kok",https://www.openrice.com/en/hongkong/r-la-scala-mong-kok-international-buffet-r1793
1381,r522947,為食仔海鮮火鍋專門店,Hungry Boy,"['Sichuan', 'Hot Pot', 'Seafood', 'Sushi/Sashimi', 'Skewer']",4,"['40', '30', '40', '30', '30']",28278,536 Reviews,"['394', '32', '36']",$101-200,Mong Kok,Mong Kok,"G/F, 4 Pak Po Street, Mong Kok",https://www.openrice.com/en/hongkong/r-hungry-boy-mong-kok-sichuan-hot-pot-r522947
1382,r593516,Texas Burger,,"['Western', 'American', 'Hamburger', 'Fast Food']",4,"['40', '40', '30', '40', '30']",12842,657 Reviews,"['569', '39', '9']",$51-100,Mong Kok,Mong Kok,"Shop 1A, 12/F, Langham Place, 8 Argyle Street, Mong Kok",https://www.openrice.com/en/hongkong/r-texas-burger-mong-kok-western-hamburger-r593516
1383,-r61334,Nardo's Cafe,,"['Western', 'Upper-floor Cafe']",4,"['40', '40', '40', '40', '40']",16603,390 Reviews,"['331', '18', '9']",$101-200,Mong Kok,Mong Kok,"8/F, Mongkok Metro, 594-596 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-nardos-cafe-mong-kok-western-r61334
1384,r584175,阿久根和牛立燒店,Akune Wagyu Tachikui Yakinikumise,"['Japanese', 'Roast Meat', 'Celebrity Shop']",4,"['40', '40', '40', '40', '30']",11211,293 Reviews,"['262', '20', '6']",$101-200,Mong Kok,Mong Kok,"Shop 8, G/F, Ngai Hing Mansion, 2-24 Pak Po Street, Mong Kok",https://www.openrice.com/en/hongkong/r-akune-wagyu-tachikui-yakinikumise-mong-kok-japanese-roast-meat-r584175
1385,r691904,四寶食堂,,"['Hong Kong Style', 'All Day Breakfast', 'Tea Restaurant']",4,"['40', '40', '40', '40', '40']",3009,239 Reviews,"['200', '7', '5']",Below $50,Mong Kok,Mong Kok,"G/F, 23 Soy Street, Mong Kok",https://www.openrice.com/en/hongkong/r-%E5%9B%9B%E5%AF%B6%E9%A3%9F%E5%A0%82-mong-kok-hong-kong-style-all-day-breakfast-r691904
1386,r717508,Lab Eat Bistro (豉油街),,"['Western', 'Dessert', 'All Day Breakfast', 'Steak House']",4.5,"['40', '40', '40', '40', '40']",16234,362 Reviews,"['324', '15', '10']",$201-400,Mong Kok,Mong Kok,"G/F-2/F, Wingco Mansion, 36-42 Soy Street, Mong Kok",https://www.openrice.com/en/hongkong/r-lab-eat-bistro-mong-kok-western-all-day-breakfast-r717508
1387,r551464,La Famille,,"['Japanese', 'Dessert', 'Cake']",4.5,"['40', '40', '40', '40', '40']",6179,309 Reviews,"['260', '9', '2']",$201-400,Mong Kok,Mong Kok,"Shop 1A, Basement B2, Langham Place, 8 Argyle Street, Mong Kok",https://www.openrice.com/en/hongkong/r-la-famille-mong-kok-japanese-dessert-r551464
1388,r625510,盈館,Ying Dining,"['Guangdong', 'Dim Sum', 'Big Bowl Feast', 'Dim Sum Restaurant', 'Seafood Restaurant', 'Food Wise Eateries']",4,"['40', '40', '40', '40', '40']",9470,289 Reviews,"['243', '9', '11']",$101-200,Mong Kok,Mong Kok,"7/F, Chong Hing Square, 593-601 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-ying-dining-mong-kok-guangdong-big-bowl-feast-r625510
1389,r708916,GRIND SIZE,,"['Western', 'International', 'All Day Breakfast', 'Coffee Shop']",4.5,"['40', '40', '40', '40', '40']",8168,189 Reviews,"['165', '14', '1']",$51-100,Mong Kok,Mong Kok,"G/F, 10 Tung Choi Street, Mong Kok",https://www.openrice.com/en/hongkong/r-grind-size-mong-kok-western-all-day-breakfast-r708916
1390,r680186,八屋,Cafe Hachiko,"['Japanese', 'Yoshoku']",4,"['40', '40', '30', '40', '30']",16400,190 Reviews,"['134', '41', '3']",$101-200,Mong Kok,Mong Kok,"8/F, Ladder Dundas, 575 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-cafe-hachiko-mong-kok-japanese-r680186
1391,r500632,火鍋撚 (染布房街),Hot Pot Land (Yim Po Fong Street),"['Hong Kong Style', 'Hot Pot']",4,"['40', '30', '40', '40', '30']",25679,329 Reviews,"['245', '37', '12']",$201-400,Mong Kok,Mong Kok,"1/F, 6 Yim Po Fong Street, Mong Kok",https://www.openrice.com/en/hongkong/r-hot-pot-land-mong-kok-hong-kong-style-hot-pot-r500632
1392,r171276,Joyful Dessert House,,"['Western', 'Dessert', 'Ice Cream/yogurt', 'Coffee Shop']",4,"['30', '30', '30', '30', '30']",24878,679 Reviews,"['474', '87', '45']",$51-100,Mong Kok,Mong Kok,"Shop 2&3, G/F, Ngai Hing Mansion, 74 Hak Po Street, Mong Kok",https://www.openrice.com/en/hongkong/r-joyful-dessert-house-mong-kok-western-ice-cream-yogurt-r171276
1393,r741239,神燈燒,Magic Lantern Grill,"['Japanese', 'All-you-can-eat', 'Korean BBQ']",4,"['30', '30', '30', '30', '30']",2383,91 Reviews,"['66', '3', '9']",$201-400,Mong Kok,Mong Kok,"LG/F, Ginza Square, 565-567 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-magic-lantern-grill-mong-kok-japanese-korean-bbq-r741239
1394,t-r1793,花月庭,La Scala,"['International', 'Buffet', 'Hotel Restaurant']",3.5,"['30', '30', '30', '30', '30']",74180,765 Reviews,"['409', '164', '91']",$201-400,Mong Kok,Mong Kok,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West, Mong Kok",https://www.openrice.com/en/hongkong/r-la-scala-mong-kok-international-buffet-r1793
1395,r494380,第三站,Station 3 Cafe,"['Italian', 'Western', 'Coffee Shop', 'Upper-floor Cafe']",4,"['30', '40', '40', '40', '30']",51127,1161 Reviews,"['959', '61', '59']",$51-100,Mong Kok,Mong Kok,"Flat 08-09, 25/F, Golden Era Plaza, 39 Sai Yee Street, Mong Kok",https://www.openrice.com/en/hongkong/r-station-3-cafe-mong-kok-western-r494380
1396,r724739,馬祖無限時台灣養生涮涮鍋,MAZU,"['Taiwan', 'Hot Pot']",4.5,"['40', '40', '40', '40', '40']",12875,251 Reviews,"['236', '7', '3']",$201-400,Mong Kok,Mong Kok,"11/F, King Wah Centre, 628 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-mazu-mong-kok-taiwan-hot-pot-r724739
1397,-r49714,一休(居食屋)日本料理 (38廣場),IKKYU Japanese Causal Restaurant (38 Plaza),"['Japanese', 'Ramen', 'Sushi/Sashimi']",4,"['30', '30', '30', '30', '40']",11319,420 Reviews,"['309', '51', '22']",$101-200,Mong Kok,Mong Kok,"1/F, 38 Plaza, 38 Shantung Street, Mong Kok",https://www.openrice.com/en/hongkong/r-ikkyu-japanese-causal-restaurant-mong-kok-japanese-ramen-r49714
1398,r445102,Amico 1890,,"['Western', 'Pizza']",4,"['30', '30', '30', '30', '30']",44133,562 Reviews,"['398', '92', '19']",$101-200,Mong Kok,Mong Kok,"G/F, 24 Sai Yee Street, Mong Kok",https://www.openrice.com/en/hongkong/r-amico-1890-mong-kok-western-pizza-r445102
1399,r687313,大將,Taisyou,"['Japanese', 'Hot Pot', 'All-you-can-eat']",4,"['40', '40', '40', '40', '40']",11181,342 Reviews,"['283', '11', '14']",$101-200,Mong Kok,Mong Kok,"Shop R1, B/F, FoodYum, T.O.P This is Our Place, 700 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-taisyou-mong-kok-japanese-all-you-can-eat-r687313
1400,r549764,紅橋,Rosa Bridge Restaurant,"['Hong Kong Style', 'Western', 'Tea Restaurant']",4,"['40', '40', '40', '40', '40']",6539,326 Reviews,"['272', '16', '5']",$51-100,Mong Kok,Mong Kok,"G/F, Sai Yeung Building, 190-190A Sai Yeung Choi Street South, Mong Kok",https://www.openrice.com/en/hongkong/r-rosa-bridge-restaurant-mong-kok-western-r549764
1401,-r12120,明閣 (香港康得思酒店),Ming Court (Cordis Hong Kong),"['Guangdong', 'Chinese BBQ', 'Dim Sum', 'Stir-Fry', 'Hotel Restaurant', 'No Shark Fin']",4,"['40', '40', '30', '40', '30']",29308,494 Reviews,"['330', '87', '17']",$401-800,Mong Kok,Mong Kok,"Level 6, Cordis, Hong Kong, 555 Shanghai Street, Mong Kok",https://www.openrice.com/en/hongkong/r-ming-court-mong-kok-guangdong-chinese-bbq-r12120
1402,r493529,樂天皇朝 (雅蘭中心),Paradise Dynasty (Grand Plaza),"['Guangdong', 'Shanghai', 'Chinese Buns', 'Stir-Fry']",4,"['30', '40', '30', '30', '30']",17212,675 Reviews,"['420', '113', '30']",$101-200,Mong Kok,Mong Kok,"Shop 203-205, 2/F, Grand Plaza, 639 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-paradise-dynasty-mong-kok-guangdong-chinese-buns-r493529
1403,r131069,安安燒 (染布房街),On On BBQ (Yim Po Fong Street),"['Hong Kong Style', 'Sichuan', 'Seafood', 'Skewer']",4,"['40', '30', '30', '30', '30']",22054,680 Reviews,"['458', '64', '36']",$101-200,Mong Kok,Mong Kok,"G/F, 6 Yim Po Fong Street, Mong Kok",https://www.openrice.com/en/hongkong/r-on-on-bbq-mong-kok-hong-kong-style-seafood-r131069
1404,r716256,大山日本料理,OH YAMA JAPANESE RESTAURANT,['Japanese'],4,"['40', '40', '40', '40', '40']",5777,172 Reviews,"['153', '10', '3']",$101-200,Mong Kok,Mong Kok,"2/F, 2W-2X Sai Yeung Choi Street South, Mong Kok",https://www.openrice.com/en/hongkong/r-oh-yama-japanese-restaurant-mong-kok-japanese-r716256
1405,r689796,燈籠滷味 (朗豪坊),Lantern Lomei (Langham Place),"['Taiwan', 'Food Stall Noodles', 'Noodles/Rice Noodles', 'Dessert']",4,"['30', '30', '30', '30', '30']",9293,269 Reviews,"['160', '51', '17']",$51-100,Mong Kok,Mong Kok,"Shop 10, 4A/F, Langham Place, 8 Argyle Street, Mong Kok",https://www.openrice.com/en/hongkong/r-lantern-lomei-mong-kok-taiwan-food-stall-noodles-r689796
1406,r577543,大勝丼,Daikatsu Don,"['Japanese', 'Sushi/Sashimi']",4,"['40', '40', '40', '40', '40']",21296,359 Reviews,"['263', '34', '11']",$101-200,Mong Kok,Mong Kok,"5/F, Mongkok Metro, 594-596 Nathan road, Mong Kok",https://www.openrice.com/en/hongkong/r-daikatsu-don-mong-kok-japanese-sushi-sashimi-r577543
1407,r700904,串Grill 自助燒烤專門店 (譽發廣場),,"['Hong Kong Style', 'Skewer']",4.5,"['40', '40', '40', '40', '40']",3403,184 Reviews,"['160', '6', '10']",$201-400,Mong Kok,Mong Kok,"7/F, Grand Place, 558-560 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-%E4%B8%B2grill-%E8%87%AA%E5%8A%A9%E7%87%92%E7%83%A4%E5%B0%88%E9%96%80%E5%BA%97-mong-kok-hong-kong-style-skewer-r700904
1408,r445841,漁場台風,Isaba Taifu,"['Japanese', 'Ramen']",4,"['40', '40', '40', '30', '30']",24621,489 Reviews,"['352', '68', '15']",$51-100,Mong Kok,Mong Kok,"G/F, 39 Fife Street, Kin Wong Mansion, Mong Kok",https://www.openrice.com/en/hongkong/r-isaba-taifu-mong-kok-japanese-ramen-r445841
1409,r461660,WOFT,,['Western'],4,"['40', '40', '40', '30', '30']",29631,403 Reviews,"['317', '44', '7']",$101-200,Mong Kok,Mong Kok,"G/F, 7-8D Yim Po Fong Street, Mong Kok",https://www.openrice.com/en/hongkong/r-woft-mong-kok-western-r461660
1410,r525674,Coffee Talks,,"['Western', 'All Day Breakfast', 'Coffee Shop']",4,"['40', '40', '40', '40', '30']",14621,374 Reviews,"['294', '34', '7']",$101-200,Mong Kok,Mong Kok,"Shop 2, G/F, Kadak Building, 167-175A Sai Yee Street, Mong Kok",https://www.openrice.com/en/hongkong/r-coffee-talks-mong-kok-western-all-day-breakfast-r525674
1411,r494380,第三站,Station 3 Cafe,"['Italian', 'Western', 'Coffee Shop', 'Upper-floor Cafe']",4,"['30', '40', '40', '40', '30']",51127,1161 Reviews,"['959', '61', '59']",$51-100,Mong Kok,Mong Kok,"Flat 08-09, 25/F, Golden Era Plaza, 39 Sai Yee Street, Mong Kok",https://www.openrice.com/en/hongkong/r-station-3-cafe-mong-kok-western-r494380
1412,r731235,十十川滬料理,,"['Sichuan', 'Shanghai']",4,"['40', '40', '30', '40', '30']",8485,129 Reviews,"['95', '11', '8']",$51-100,Mong Kok,Mong Kok,"Shop 7, 4/F, Langham Place Shopping Mall, 8 Argyle Street, Mong Kok",https://www.openrice.com/en/hongkong/r-%E5%8D%81%E5%8D%81%E5%B7%9D%E6%BB%AC%E6%96%99%E7%90%86-mong-kok-sichuan-r731235
1413,r586782,堅韓牛韓燒放題,Real Hanwoo,"['Korean', 'All-you-can-eat', 'Korean BBQ', 'Salt & Sugar Reduction Restaurant']",4,"['30', '30', '30', '30', '30']",26154,296 Reviews,"['189', '16', '38']",$201-400,Mong Kok,Mong Kok,"16/F, 726 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-real-hanwoo-mong-kok-korean-korean-bbq-r586782
1414,r544211,火水爐冰室火鍋,Fo Shui Lo,"['Hong Kong Style', 'Hot Pot', 'Food Wise Eateries', 'Salt & Sugar Reduction Restaurant']",4,"['40', '40', '40', '40', '30']",22743,631 Reviews,"['513', '34', '33']",$101-200,Mong Kok,Mong Kok,"1/F, Legend Court, 33 Yin Chong Street, Mong Kok",https://www.openrice.com/en/hongkong/r-fo-shui-lo-mong-kok-hong-kong-style-hot-pot-r544211
1415,r618981,荔香園冰室,HK Food 1980,"['Hong Kong Style', 'Tea Restaurant', 'Food Wise Eateries']",4,"['30', '40', '40', '30', '40']",4016,289 Reviews,"['230', '16', '18']",Below $50,Mong Kok,Mong Kok,"Shop N, G/F, Witty Commercial Building, 1 Tung Choi Street, Mong Kok",https://www.openrice.com/en/hongkong/r-hk-food-1980-mong-kok-hong-kong-style-r618981
1416,r733870,僕之拉麵,boku no ramen,"['Japanese', 'Ramen']",4.5,"['40', '40', '40', '40', '40']",2745,220 Reviews,"['199', '10', '3']",$51-100,Mong Kok,Mong Kok,"G/F, 74 Soy Street, Mong Kok",https://www.openrice.com/en/hongkong/r-boku-no-ramen-mong-kok-japanese-ramen-r733870
1417,r183240,神戶屋日韓放題,Kobe Fusion Restaurant,"['Korean', 'Japanese', 'Sushi/Sashimi', 'All-you-can-eat']",4,"['30', '30', '40', '30', '30']",44347,1256 Reviews,"['976', '42', '110']",$201-400,Mong Kok,Mong Kok,"8/F, CTMA Centre, 1 Sai Yeung Choi Street, Mong Kok",https://www.openrice.com/en/hongkong/r-kobe-fusion-restaurant-mong-kok-japanese-all-you-can-eat-r183240
1418,r552795,意粉狂熱 (雅蘭中心),Pastaholic (Grand Plaza),"['Italian', 'Pizza']",4,"['30', '40', '30', '40', '40']",20261,423 Reviews,"['310', '53', '16']",$101-200,Mong Kok,Mong Kok,"Shop 208, 2/F, Grand Plaza, 639 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-pastaholic-mong-kok-italian-pizza-r552795
1419,r574451,喜惶點心專門店,Hay Wong,"['Hong Kong Style', 'Dim Sum']",4,"['40', '30', '40', '30', '40']",13582,259 Reviews,"['190', '26', '8']",Below $50,Mong Kok,Mong Kok,"Shop 17, G/F, Tung Choi Street, Mong Kok",https://www.openrice.com/en/hongkong/r-hay-wong-mong-kok-hong-kong-style-dim-sum-r574451
1420,r579700,小麻吉滷肉飯,,['Taiwan'],4,"['40', '30', '30', '30', '40']",8054,285 Reviews,"['215', '23', '11']",Below $50,Mong Kok,Mong Kok,"Shop 2C, G/F, Hung Kwong Building, 2A-2P Tung Choi Street, Mong Kok",https://www.openrice.com/en/hongkong/r-%E5%B0%8F%E9%BA%BB%E5%90%89%E6%BB%B7%E8%82%89%E9%A3%AF-mong-kok-taiwan-r579700
1421,r630244,串串燒 by Season,,"['Japanese', 'Skewer', 'Izakaya']",4.5,"['40', '40', '40', '40', '40']",6791,282 Reviews,"['263', '7', '8']",$101-200,Mong Kok,Mong Kok,"B/F, Chun Yee Building, 733 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-%E4%B8%B2%E4%B8%B2%E7%87%92-by-season-mong-kok-japanese-skewer-r630244
1422,r689584,甜記餃子,Tin Kee Dumplings Restaurant,"['Hong Kong Style', 'Wonton/Dumpling']",4,"['40', '30', '30', '40', '40']",9895,161 Reviews,"['112', '19', '7']",$51-100,Mong Kok,Mong Kok,"Shop 2, G/F, Hung Fai Building, 2Q-2Z Tung Choi Street, Mong Kok",https://www.openrice.com/en/hongkong/r-tin-kee-dumplings-restaurant-mong-kok-hong-kong-style-wonton-dumpling-r689584
1423,r726129,麵賜園,Noodles Dimension,"['Hong Kong Style', 'Noodles/Rice Noodles', 'Meatless Menu', 'Coffee Shop']",4,"['40', '40', '40', '40', '40']",2775,163 Reviews,"['148', '7', '2']",$51-100,Mong Kok,Mong Kok,"G/F, 36 Tung Choi Street, Mong Kok",https://www.openrice.com/en/hongkong/r-noodles-dimension-mong-kok-hong-kong-style-meatless-menu-r726129
1424,r585553,美味故事,Tastory,"['Western', 'International', 'Yoshoku']",4.5,"['40', '40', '40', '40', '40']",6883,238 Reviews,"['202', '6', '3']",$101-200,Mong Kok,Mong Kok,"1/F, Foon Shing Building, 732 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-tastory-mong-kok-western-r585553
1425,r691615,Lamlam脷,Lamlamli Bakery,"['Western', 'Dessert', 'Cake']",4,"['40', '30', '30', '40', '40']",10750,145 Reviews,"['110', '7', '2']",Below $50,Mong Kok,Mong Kok,"Shop 697, 3/F, Winner Mansion, 691-697 Nathan Road, Mong Kok",https://www.openrice.com/en/hongkong/r-lamlamli-bakery-mong-kok-western-dessert-r691615
1426,r638462,點鍋,Dim Woo,"['Guangdong', 'Hong Kong Style', 'Hot Pot']",4.5,"['40', '40', '40', '40', '40']",18666,243 Reviews,"['210', '10', '0']",$201-400,Mong Kok,Mong Kok,"Shop 301, 3/F, CTMA Centre, 1 Sai Yeung Choi Street, Mong Kok",https://www.openrice.com/en/hongkong/r-dim-woo-mong-kok-hong-kong-style-hot-pot-r638462
1427,r705627,東京チカラめし,Tokyo Chikara Meshi,['Japanese'],4,"['40', '30', '30', '40', '40']",4640,269 Reviews,"['193', '27', '18']",$51-100,Mong Kok,Mong Kok,"Shop G8, G/F, The Forest, 17 Nelson Street, Mong Kok",https://www.openrice.com/en/hongkong/r-tokyo-chikara-meshi-mong-kok-japanese-r705627
1428,r610639,快樂小羊火鍋餐廳,Happy Lamb Hot Pot,"['Mongolia', 'Hot Pot']",4,"['40', '40', '40', '40', '30']",33886,363 Reviews,"['282', '22', '11']",$201-400,Mong Kok,Mong Kok,"Portion of G/F-2/F, XX Arcade, 60-104 Soy Street, Mong Kok",https://www.openrice.com/en/hongkong/r-happy-lamb-hot-pot-mong-kok-mongolia-hot-pot-r610639
1429,t-r1793,花月庭,La Scala,"['International', 'Buffet', 'Hotel Restaurant']",3.5,"['30', '30', '30', '30', '30']",74180,765 Reviews,"['409', '164', '91']",$201-400,Mong Kok,Mong Kok,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West, Mong Kok",https://www.openrice.com/en/hongkong/r-la-scala-mong-kok-international-buffet-r1793
1430,r731235,十十川滬料理,,"['Sichuan', 'Shanghai']",4,"['40', '40', '30', '40', '30']",8485,129 Reviews,"['95', '11', '8']",$51-100,Mong Kok,Mong Kok,"Shop 7, 4/F, Langham Place Shopping Mall, 8 Argyle Street, Mong Kok",https://www.openrice.com/en/hongkong/r-%E5%8D%81%E5%8D%81%E5%B7%9D%E6%BB%AC%E6%96%99%E7%90%86-mong-kok-sichuan-r731235
1431,r494380,第三站,Station 3 Cafe,"['Italian', 'Western', 'Coffee Shop', 'Upper-floor Cafe']",4,"['30', '40', '40', '40', '30']",51127,1161 Reviews,"['959', '61', '59']",$51-100,Mong Kok,Mong Kok,"Flat 08-09, 25/F, Golden Era Plaza, 39 Sai Yee Street, Mong Kok",https://www.openrice.com/en/hongkong/r-station-3-cafe-mong-kok-western-r494380
