,ID,Name,Other Name,Category,Score,TDSHV,Bookmarks,Reviews,LOD,Price Range,Location,Location 2,Address,URL
0,r688087,PHI Coffee & Pancake,,"['Western', 'All Day Breakfast', 'Coffee Shop']",4,"['30', '40', '40', '40', '30']",5065,257 Reviews,"['191', '30', '15']",$51-100,Mei Foo,Mei Foo,"Shop 91A, G/F, Mei Foo Sun Chuen, 69-119 Broadway Street, Mei Foo",https://www.openrice.com/en/hongkong/r-phi-coffee-pancake-mei-foo-western-all-day-breakfast-r688087
1,r642918,正點心,,"['Guangdong', 'Dim Sum']",4.5,"['40', '40', '40', '40', '40']",2184,176 Reviews,"['151', '14', '3']",$101-200,Mei Foo,Mei Foo,"Shop N29A, G/F, 6 Humbert Street, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-%E6%AD%A3%E9%BB%9E%E5%BF%83-mei-foo-guangdong-dim-sum-r642918
2,r682112,美孚。友樂鮨,Yu Raku Sushi,['Japanese'],4.5,"['40', '40', '40', '40', '40']",854,84 Reviews,"['81', '1', '0']",$401-800,Mei Foo,Mei Foo,"G/F, 5 Nassau Street,Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-yu-raku-sushi-mei-foo-japanese-r682112
3,r483514,車輪餅小姐,Ms. Wheel Pie,"['Hong Kong Style', 'Japanese', 'Dessert', 'Snack Shop & Deli']",3.5,"['30', '30', '30', '30', '30']",7259,244 Reviews,"['123', '61', '14']",Below $50,Mei Foo,Mei Foo,"Shop 50B7, 19 Glee Path, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-ms-wheel-pie-mei-foo-hong-kong-style-dessert-r483514
4,r747642,PIZZA CASA by House of Joy,,"['Italian', 'Pizza']",4.5,"['40', '40', '40', '40', '40']",567,78 Reviews,"['77', '0', '1']",$101-200,Mei Foo,Mei Foo,"Block H, Jao Tsung-I Academy, 800 Castle Peak Road, Mei Foo",https://www.openrice.com/en/hongkong/r-pizza-casa-by-house-of-joy-mei-foo-italian-pizza-r747642
5,n-r8096,滄浪亭,Tsong Long Ting,"['Shanghai', 'Ramen', 'Stir-Fry']",3.5,"['40', '20', '30', '30', '30']",5347,184 Reviews,"['112', '27', '11']",Below $50,Mei Foo,Mei Foo,"Shop 65, Platform, Mei Foo Sun Chuen Stage 2, Mei Foo",https://www.openrice.com/en/hongkong/r-tsong-long-ting-mei-foo-shanghai-ramen-r8096
6,r599391,鮨德,Sushitoku,"['Japanese', 'Sushi/Sashimi', 'Omakase', 'Izakaya']",4,"['40', '40', '30', '40', '30']",2764,83 Reviews,"['53', '8', '2']",$201-400,Mei Foo,Mei Foo,"Shop 101A, 1/F, Manhattan Hill Tower, 1 Po Lun Street, Mei Foo",https://www.openrice.com/en/hongkong/r-sushitoku-mei-foo-japanese-omakase-r599391
7,r464741,賀喜 (美孚新邨),Gaki Japanese Restaurant (Mei Foo Sun Chuen),"['Japanese', 'Sushi/Sashimi', 'Udon', 'Skewer', 'Yoshoku']",4,"['40', '30', '40', '40', '30']",3261,161 Reviews,"['128', '13', '1']",$101-200,Mei Foo,Mei Foo,"Shop N2, G/F, 1-24 Nassau Street, Phase V Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-gaki-japanese-restaurant-mei-foo-japanese-udon-r464741
8,r702270,Hong Kong Burger (美孚新邨),,"['American', 'Pizza', 'Hamburger']",4.5,"['40', '30', '40', '40', '40']",948,47 Reviews,"['41', '1', '1']",$51-100,Mei Foo,Mei Foo,"Shop 74C, G/F, Mei Foo Sun Chuen Phase 3, 6-8 Glee Path, Mei Foo",https://www.openrice.com/en/hongkong/r-hong-kong-burger-mei-foo-american-pizza-r702270
9,r707867,八號草,RINK 8,['Western'],4.5,"['40', '40', '40', '40', '40']",1184,46 Reviews,"['39', '1', '0']",$101-200,Mei Foo,Mei Foo,"1/F, Bowling Center, Mei Foo Sun Chuen Stage 4 Shopping Centre, 77 Broadway Street, Mei Foo",https://www.openrice.com/en/hongkong/r-rink-8-mei-foo-western-r707867
10,r560921,Cafe 82,,"['Western', 'Coffee Shop']",4,"['30', '30', '40', '40', '30']",1553,43 Reviews,"['28', '6', '2']",$51-100,Mei Foo,Mei Foo,"Shop A, G/F, Mei Foo Sun Chuen, 2 Nassau Street, Mei Foo",https://www.openrice.com/en/hongkong/r-cafe-82-mei-foo-western-r560921
11,r600606,茶星人,E.Tea,"['Taiwan', 'Taiwanese Drink', 'Salt & Sugar Reduction Restaurant']",4,"['40', '40', '40', '40', '30']",686,54 Reviews,"['28', '6', '0']",Below $50,Mei Foo,Mei Foo,"Shop E2, G/F, 49 Glee Path, Mei Foo Sun Chuen Stage 2, Mei Foo",https://www.openrice.com/en/hongkong/r-e-tea-mei-foo-taiwan-taiwanese-drink-r600606
12,r521868,香港地,Hong Kong Day,"['Hong Kong Style', 'Tea Restaurant', 'Salt & Sugar Reduction Restaurant']",3.5,"['30', '30', '30', '30', '30']",807,92 Reviews,"['38', '15', '11']",$51-100,Mei Foo,Mei Foo,"Shop N10-12, G/F, Mei Foo Sun Chuen, 1-15, 2-24 Nassau Street, Mei Foo",https://www.openrice.com/en/hongkong/r-hong-kong-day-mei-foo-hong-kong-style-r521868
13,-r22799,甜品森林,Dessert Forest,"['Hong Kong Style', 'Dessert', 'Snack Shop & Deli', 'Sweets']",3.5,"['30', '30', '40', '30', '30']",1415,63 Reviews,"['41', '13', '3']",Below $50,Mei Foo,Mei Foo,"Shop N29C1, 2-8Humbert Street, Mei Foo Sun Chuen Stage 6, Mei Foo",https://www.openrice.com/en/hongkong/r-dessert-forest-mei-foo-hong-kong-style-dessert-r22799
14,r165646,Wolf Den Cafe,,"['International', 'Hamburger', 'All Day Breakfast', 'Coffee Shop']",3.5,"['30', '30', '30', '30', '20']",3763,101 Reviews,"['40', '29', '10']",$51-100,Mei Foo,Mei Foo,"G/F, No.1A Broadway,  Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-wolf-den-cafe-mei-foo-international-all-day-breakfast-r165646
15,r758610,街頭轟炸機,,"['Japanese', 'Snack Shop & Deli']",4.5,"['40', '40', '40', '40', '40']",204,21 Reviews,"['21', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 3, G/F, Mei Foo Sun Chuen Phase 4, 69-119 Broadway Street, Mei Foo",https://www.openrice.com/en/hongkong/r-%E8%A1%97%E9%A0%AD%E8%BD%9F%E7%82%B8%E6%A9%9F-mei-foo-japanese-r758610
16,-r11088,餃子妹上海雲吞麵,,"['Shanghai', 'Noodles/Rice Noodles']",3,"['30', '20', '30', '20', '30']",1191,114 Reviews,"['42', '27', '19']",Below $50,Mei Foo,Mei Foo,"G/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-%E9%A4%83%E5%AD%90%E5%A6%B9%E4%B8%8A%E6%B5%B7%E9%9B%B2%E5%90%9E%E9%BA%B5-mei-foo-shanghai-noodles-rice-noodles-r11088
17,-r11405,富臨皇宮,Fulum Palace,"['Guangdong', 'Hot Pot', 'Seafood', 'Dim Sum', 'Dim Sum Restaurant', 'Salt & Sugar Reduction Restaurant']",3.5,"['30', '30', '30', '30', '30']",1255,133 Reviews,"['57', '25', '22']",$101-200,Mei Foo,Mei Foo,"Shop C, G/F, 85 Broadway, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-fulum-palace-mei-foo-guangdong-hot-pot-r11405
18,r459403,韓盛朗,Hansarang,"['Korean', 'Roast Meat', 'Korean BBQ']",3.5,"['30', '30', '30', '30', '30']",1315,44 Reviews,"['23', '9', '1']",$101-200,Mei Foo,Mei Foo,"Shop N6, G/F, 5D Nassau Street, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-hansarang-mei-foo-korean-korean-bbq-r459403
19,r581463,意樂餐廳 (曼坊),Cafe de Itamomo (Manhattan Mid-town),"['Hong Kong Style', 'Western', 'Fast Food', 'Yoshoku', 'Salt & Sugar Reduction Restaurant']",3.5,"['30', '30', '30', '30', '30']",1467,51 Reviews,"['23', '9', '6']",$51-100,Mei Foo,Mei Foo,"Shop 101C, 104&107, 1/F, Manhattan Hill Tower, 1 Po Lun Street, Mei Foo",https://www.openrice.com/en/hongkong/r-cafe-de-itamomo-mei-foo-western-r581463
20,r681636,博日本料理,HAKU Japanese Restaurant,"['Japanese', 'Sushi/Sashimi', 'Omakase']",4.5,"['40', '40', '40', '40', '40']",948,26 Reviews,"['14', '1', '2']",$401-800,Mei Foo,Mei Foo,"Shop C2-C3, G/F, 2-8 Humbert Street, Phase 6, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-haku-japanese-restaurant-mei-foo-japanese-omakase-r681636
21,-r11178,多多餅店,Door Door Bakery,"['Hong Kong Style', 'Bakery']",3.5,"['30', '30', '30', '30', '30']",3969,182 Reviews,"['121', '29', '11']",Below $50,Mei Foo,Mei Foo,"G/F, 65 Broadway Street, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-door-door-bakery-mei-foo-hong-kong-style-bakery-r11178
22,r681079,薩莉亞意式餐廳 (美孚新邨),Saizeriya Italian Restaurant (Mei Foo Sun Chuen),"['Italian', 'Pizza']",4,"['40', '30', '30', '30', '40']",1428,13 Reviews,"['9', '1', '0']",$51-100,Mei Foo,Mei Foo,"Shop 112A, Podium, Mei Foo Plaza, Mei Foo Sun Chuen, 69-119 Broadway, Mei Foo",https://www.openrice.com/en/hongkong/r-saizeriya-italian-restaurant-mei-foo-italian-pizza-r681079
23,r581449,漁樂 (曼坊),Lime Fish (Manhattan Mid-town),"['Vietnamese', 'Thai', 'Noodles/Rice Noodles', 'Curry', 'Salt & Sugar Reduction Restaurant']",3.5,"['30', '30', '30', '30', '30']",1198,52 Reviews,"['17', '13', '2']",$51-100,Mei Foo,Mei Foo,"Shop 101C, 104&107, 1/F, Manhattan Hill Tower, 1 Po Lun Street, Mei Foo",https://www.openrice.com/en/hongkong/r-lime-fish-mei-foo-thai-curry-r581449
24,r102224,友樂亭爐端燒居酒屋,Yu Raku Tei Japanese Restaurant,"['Japanese', 'Sushi/Sashimi', 'Izakaya']",4,"['40', '30', '30', '30', '30']",2065,53 Reviews,"['30', '5', '4']",$101-200,Mei Foo,Mei Foo,"G/F, 2-8 Humbert Street, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-yu-raku-tei-japanese-restaurant-mei-foo-japanese-sushi-sashimi-r102224
25,r450774,譚仔三哥米線,TamJai SamGor,"['Yunnan', 'Noodles/Rice Noodles', 'Food Wise Eateries']",4,"['40', '30', '30', '30', '30']",852,37 Reviews,"['12', '6', '3']",Below $50,Mei Foo,Mei Foo,"Shop N84B&N85, 1/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-tamjai-samgor-mei-foo-yunnan-noodles-rice-noodles-r450774
26,r541530,京都薈,Capital Canton,"['Guangdong', 'Dim Sum', 'Dim Sum Restaurant']",3.5,"['30', '30', '30', '30', '30']",1125,79 Reviews,"['48', '8', '8']",$101-200,Mei Foo,Mei Foo,"G/F and 1/F , 73 Broadway Road, Phase 4, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-capital-canton-mei-foo-guangdong-dim-sum-r541530
27,r536177,十三么,,"['Hong Kong Style', 'Food Stall Noodles']",4,"['40', '40', '40', '30', '40']",942,20 Reviews,"['15', '1', '0']",Below $50,Mei Foo,Mei Foo,"Shop 50B-08, 19 Glee Path, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-%E5%8D%81%E4%B8%89%E4%B9%88-mei-foo-hong-kong-style-food-stall-noodles-r536177
28,r188127,英王麵包店,A1-Bakery,"['Western', 'Bakery']",3.5,"['30', '30', '30', '30', '30']",150,39 Reviews,"['16', '8', '3']",Below $50,Mei Foo,Mei Foo,"Shop 116, Mei Foo MTR Station, Mei Foo",https://www.openrice.com/en/hongkong/r-a1-bakery-mei-foo-western-bakery-r188127
29,r584928,新上海飯店,,"['Shanghai', 'Stir-Fry']",4,"['40', '30', '30', '30', '40']",740,12 Reviews,"['8', '2', '0']",$101-200,Mei Foo,Mei Foo,"Shop 151C, 45 Broadway Street, Mei Foo Sun Chuen Stage 3, Mei Foo",https://www.openrice.com/en/hongkong/r-%E6%96%B0%E4%B8%8A%E6%B5%B7%E9%A3%AF%E5%BA%97-mei-foo-shanghai-r584928
30,r546204,唐包點,Tong Bao Dim,"['Hong Kong Style', 'Dim Sum', 'Chinese Buns']",4,"['40', '30', '40', '40', '40']",108,31 Reviews,"['21', '1', '0']",Below $50,Mei Foo,Mei Foo,"Shop MEF 1, Mei Foo MTR Station, Mei Foo",https://www.openrice.com/en/hongkong/r-tong-bao-dim-mei-foo-hong-kong-style-dim-sum-r546204
31,r584639,Ben哥米線,,"['Yunnan', 'Noodles/Rice Noodles']",3,"['30', '20', '30', '30', '20']",723,48 Reviews,"['12', '8', '11']",Below $50,Mei Foo,Mei Foo,"Shop N16A, G/F, 2 Nassau Street, Phase V Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-ben%E5%93%A5%E7%B1%B3%E7%B7%9A-mei-foo-yunnan-noodles-rice-noodles-r584639
32,-r51265,百樂門囍宴,Joy Cuisine,"['Guangdong', 'Hong Kong Style', 'Dim Sum', 'Dim Sum Restaurant']",3.5,"['30', '30', '30', '30', '30']",864,45 Reviews,"['13', '10', '5']",$101-200,Mei Foo,Mei Foo,"1/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-joy-cuisine-mei-foo-hong-kong-style-dim-sum-r51265
33,r660428,Casa Bistro,,"['Italian', 'Western', 'Pizza']",3.5,"['30', '30', '40', '40', '30']",532,11 Reviews,"['7', '1', '1']",$101-200,Mei Foo,Mei Foo,"Shop 65C, Platform,  Stage 2, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-casa-bistro-mei-foo-western-pizza-r660428
34,r444349,元気寿司,Genki Sushi,"['Japanese', 'Sushi/Sashimi']",3.5,"['30', '30', '30', '30', '30']",349,29 Reviews,"['17', '6', '1']",$101-200,Mei Foo,Mei Foo,"Shops 9, G/F, Manhattan Mid-Town, 1 Po Lun Street, Mei Foo",https://www.openrice.com/en/hongkong/r-genki-sushi-mei-foo-japanese-sushi-sashimi-r444349
35,r739350,365炸雞 (萬事達廣場),,"['Hong Kong Style', 'Snack Shop & Deli']",4,"['40', '30', '40', '40', '40']",214,9 Reviews,"['6', '0', '0']",$51-100,Mei Foo,Mei Foo,"Shop 71E, G/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-365%E7%82%B8%E9%9B%9E-mei-foo-hong-kong-style-r739350
36,r549911,唐記包點,Tong Kee Bao Dim,"['Hong Kong Style', 'Dim Sum', 'Chinese Buns']",4,"['40', '30', '40', '40', '40']",124,21 Reviews,"['17', '2', '0']",Below $50,Mei Foo,Mei Foo,"G/F, 5 Glee Path, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-tong-kee-bao-dim-mei-foo-hong-kong-style-dim-sum-r549911
37,r607326,友,Yu,"['Japanese', 'Teppanyaki']",4.5,"['40', '40', '40', '40', '30']",833,8 Reviews,"['6', '1', '0']",$401-800,Mei Foo,Mei Foo,"Shop C, G/F, Mei Foo Sun Chun, 5 Nassau Street, Mei Foo",https://www.openrice.com/en/hongkong/r-yu-mei-foo-japanese-teppanyaki-r607326
38,r695467,新竹源越南餐廳,Sun Chuk Yuen Vietnamese Restaurant,['Vietnamese'],3,"['20', '30', '30', '30', '20']",532,22 Reviews,"['7', '1', '4']",$51-100,Mei Foo,Mei Foo,"Shop A, G/F, Kowloon Motor Bus Headquarters, 9 Po Lun Street, Mei Foo",https://www.openrice.com/en/hongkong/r-sun-chuk-yuen-vietnamese-restaurant-mei-foo-vietnamese-r695467
39,r659333,친구네韓國料理,,"['Korean', 'Korean Fried Chicken']",4.5,"['40', '30', '40', '40', '40']",347,9 Reviews,"['5', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 47B2, G/F, Phase 2, Mei Foo Sun Chuen, 11 Glee Path, Mei Foo",https://www.openrice.com/en/hongkong/r-%E9%9F%93%E5%9C%8B%E6%96%99%E7%90%86-mei-foo-korean-korean-fried-chicken-r659333
40,-r14912,金利銀輝茶餐廳,,"['Hong Kong Style', 'Tea Restaurant']",3.5,"['30', '30', '30', '30', '30']",708,50 Reviews,"['32', '8', '4']",Below $50,Mei Foo,Mei Foo,"G/F, 25-27 Nassau Street, Phase VI Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-%E9%87%91%E5%88%A9%E9%8A%80%E8%BC%9D%E8%8C%B6%E9%A4%90%E5%BB%B3-mei-foo-hong-kong-style-r14912
41,r630531,富園海鮮酒家,Rich Garden Restaurant,"['Guangdong', 'Dim Sum', 'Dim Sum Restaurant']",3,"['30', '30', '30', '30', '30']",419,16 Reviews,"['5', '4', '2']",$101-200,Mei Foo,Mei Foo,"C2/F, 114 Broadway Street, Mei Foo Sun Chuen Stage 8, Mei Foo",https://www.openrice.com/en/hongkong/r-rich-garden-restaurant-mei-foo-guangdong-dim-sum-r630531
42,r687432,厚興瑜記手撕雞 (美孚新邨),Hau Hing Yu Shredded Chicken ( Mei Foo Sun Chuen),['Guangdong'],3.5,"['30', '30', '30', '30', '30']",132,9 Reviews,"['4', '0', '0']",$51-100,Mei Foo,Mei Foo,"Shop N16B, G/F, 2 Nassau Street, Mei Foo Sun Chuen Phase 5, Mei Foo",https://www.openrice.com/en/hongkong/r-hau-hing-yu-shredded-chicken-mei-foo-guangdong-r687432
43,-r12373,樂園潮州粉麵,,['Chiu Chow'],3.5,"['30', '20', '30', '20', '30']",551,54 Reviews,"['28', '17', '4']",$51-100,Mei Foo,Mei Foo,"G/F, Phase 4 Mei Foo Sun Chuen, 93 Broadway Street, Mei Foo",https://www.openrice.com/en/hongkong/r-%E6%A8%82%E5%9C%92%E6%BD%AE%E5%B7%9E%E7%B2%89%E9%BA%B5-mei-foo-chiu-chow-r12373
44,-r46494,金裝燉奶佬餐廳 (美孚新邨),Daniel's Restaurant (Mei Foo Sun Chuen),"['Hong Kong Style', 'Dessert', 'Tea Restaurant', 'Salt & Sugar Reduction Restaurant', 'Sweets']",3,"['20', '30', '20', '30', '20']",503,78 Reviews,"['14', '32', '14']",$51-100,Mei Foo,Mei Foo,"Shop N21-22, G/F, 6A & 6B Lan Fong Street, Phase 5, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-daniels-restaurant-mei-foo-hong-kong-style-dessert-r46494
45,e-r1739,牛車水餐廳 (美孚新邨),Kreta Ayer Restaurant (Mei Foo Sun Chuen Stage),"['Hong Kong Style', 'Singaporean']",2.5,"['20', '20', '20', '20', '20']",510,141 Reviews,"['18', '39', '62']",$51-100,Mei Foo,Mei Foo,"1/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-kreta-ayer-restaurant-mei-foo-hong-kong-style-r1739
46,r573705,雲石堡,Marble BoBo,"['Hong Kong Style', 'Tea Restaurant']",3.5,"['30', '30', '30', '30', '30']",252,14 Reviews,"['5', '1', '0']",Below $50,Mei Foo,Mei Foo,"Shop 116A, 1/F,  Nob Hill Square, 8 King Lai Path, Mei Foo",https://www.openrice.com/en/hongkong/r-marble-bobo-mei-foo-hong-kong-style-r573705
47,u-r6559,大家樂,Café de Coral,"['Hong Kong Style', 'Meatless Menu', 'Fast Food', 'Salt & Sugar Reduction Restaurant']",3.5,"['30', '30', '30', '30', '30']",144,37 Reviews,"['15', '16', '2']",$51-100,Mei Foo,Mei Foo,"Shop 126-128, G/F, 114B Broadway St, Mei Foo Sun Chuen Stage 8, Mei Foo",https://www.openrice.com/en/hongkong/r-cafe-de-coral-mei-foo-hong-kong-style-meatless-menu-r6559
48,r737298,鱓,,['Japanese'],5,"['50', '40', '50', '40', '40']",142,4 Reviews,"['3', '1', '0']",$51-100,Mei Foo,Mei Foo,"Shop 6, G/F, Mei Foo Sun Chuen Stage 3, 74 Broadway Street, Mei Foo",https://www.openrice.com/en/hongkong/r-%E9%B1%93-mei-foo-japanese-r737298
49,e-r6384,海皇粥店 (美孚新邨),Ocean Empire Food Shop (Mei Foo Sun Chuen),"['Hong Kong Style', 'Congee']",3,"['30', '30', '30', '30', '30']",697,63 Reviews,"['17', '22', '10']",Below $50,Mei Foo,Mei Foo,"Shop 43, G/F, 28B Nassau Street, Mei Foo Shun Chuen,, Mei Foo",https://www.openrice.com/en/hongkong/r-ocean-empire-food-shop-mei-foo-hong-kong-style-congee-r6384
50,r531850,銀龍粉麵茶餐廳,Ngan Lung Restaurant,"['Hong Kong Style', 'Meatless Menu', 'Tea Restaurant', 'Food Wise Eateries', 'Salt & Sugar Reduction Restaurant']",3,"['30', '30', '30', '30', '30']",307,29 Reviews,"['6', '9', '3']",$51-100,Mei Foo,Mei Foo,"Shop N51, G/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-ngan-lung-restaurant-mei-foo-hong-kong-style-meatless-menu-r531850
51,r522206,MX (萬事達廣場),,"['Hong Kong Style', 'Fast Food']",4,"['30', '30', '30', '30', '30']",193,14 Reviews,"['8', '2', '0']",Below $50,Mei Foo,Mei Foo,"Shop N50A, G/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-mx-mei-foo-hong-kong-style-r522206
52,-r31760,東海堂,Arome Bakery,"['Western', 'Bakery']",3.5,"['30', '30', '30', '30', '30']",123,44 Reviews,"['24', '12', '2']",Below $50,Mei Foo,Mei Foo,"Shop 8, Mei Foo MTR Station, Mei Foo",https://www.openrice.com/en/hongkong/r-arome-bakery-mei-foo-western-bakery-r31760
53,-r19148,君蘭餅店,Orchid Padaria,"['Hong Kong Style', 'Bakery']",3.5,"['30', '30', '30', '30', '30']",88,20 Reviews,"['9', '6', '2']",Below $50,Mei Foo,Mei Foo,"Shop MEF 114, Mei Foo MTR Station, Mei Foo",https://www.openrice.com/en/hongkong/r-orchid-padaria-mei-foo-hong-kong-style-bakery-r19148
54,-r11561,McCafe,,"['American', 'Bakery', 'Cake', 'Coffee Shop']",3.5,"['30', '30', '30', '30', '30']",66,34 Reviews,"['16', '10', '4']",Below $50,Mei Foo,Mei Foo,"Shop N60A, G/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-mccafe-mei-foo-american-bakery-r11561
55,r709394,肯德基家鄉雞 (KFC),Kentucky Fried Chicken,"['American', 'Fast Food']",N/A,[],95,N/A,"['1', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 102-103, 1/F, Manhattan Hill Tower, 1 Po Lun Street, Mei Foo",https://www.openrice.com/en/hongkong/r-kentucky-fried-chicken-mei-foo-american-r709394
56,u-r6560,大家樂,Café de Coral,"['Hong Kong Style', 'Meatless Menu', 'Fast Food', 'Salt & Sugar Reduction Restaurant']",3,"['20', '30', '30', '30', '30']",142,51 Reviews,"['19', '16', '11']",$51-100,Mei Foo,Mei Foo,"Shop N95(B), 1/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-cafe-de-coral-mei-foo-hong-kong-style-meatless-menu-r6560
57,r627427,彬記粥麵美食,,"['Hong Kong Style', 'Congee', 'Wonton/Dumpling']",3,"['30', '20', '30', '30', '30']",161,10 Reviews,"['3', '1', '2']",$51-100,Mei Foo,Mei Foo,"Shop 96B, G/F, Phase 4 Mei Foo Sun Chuen, 94-96 Boardway Street, Mei Foo",https://www.openrice.com/en/hongkong/r-%E5%BD%AC%E8%A8%98%E7%B2%A5%E9%BA%B5%E7%BE%8E%E9%A3%9F-mei-foo-hong-kong-style-congee-r627427
58,r495394,凱施餅店,Hoixe Cake Shop,"['Hong Kong Style', 'Bakery']",3.5,"['30', '30', '30', '30', '40']",42,6 Reviews,"['5', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 72, G/F, Mei Foo Sun Chuen Stage 3, Mei Foo",https://www.openrice.com/en/hongkong/r-hoixe-cake-shop-mei-foo-hong-kong-style-bakery-r495394
59,r734138,泰美味,Thai May May Thai Restaurant,['Thai'],3.5,"['30', '30', '20', '30', '30']",56,5 Reviews,"['2', '1', '1']",$51-100,Mei Foo,Mei Foo,"Shop N9, G/F, Mei Foo Shun Chuen, 3A Nassau Street, Mei Foo",https://www.openrice.com/en/hongkong/r-thai-may-may-thai-restaurant-mei-foo-thai-r734138
60,-r23467,樽櫍酒吧,A Rolha,"['Western', 'International', 'Wine', 'Hamburger', 'Bar']",N/A,[],185,N/A,"['0', '0', '0']",$51-100,Mei Foo,Mei Foo,"G/F, 17A Nassau Street, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-a-rolha-mei-foo-western-wine-r23467
61,r-r2220,麥當勞,McDonald's,"['American', 'Hamburger', 'Fast Food']",3,"['30', '30', '20', '30', '30']",248,79 Reviews,"['23', '23', '15']",Below $50,Mei Foo,Mei Foo,"Shop N60A, G/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-mcdonalds-mei-foo-american-hamburger-r2220
62,-r39111,薄餅博士,PHD,"['Italian', 'Pizza']",3.5,"['30', '20', '30', '30', '30']",183,20 Reviews,"['10', '5', '1']",$51-100,Mei Foo,Mei Foo,"Shop B, G/F, 9 Po Lun Street, Mei Foo",https://www.openrice.com/en/hongkong/r-phd-mei-foo-italian-pizza-r39111
63,-r22145,麥當勞,McDonald's,"['American', 'Hamburger', 'Fast Food']",3,"['30', '20', '20', '20', '30']",150,39 Reviews,"['11', '14', '7']",Below $50,Mei Foo,Mei Foo,"Shop119, 1/F & Shop G03, G/F, Mei Foo Plaza, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-mcdonalds-mei-foo-american-hamburger-r22145
64,-r56441,太興,Tai Hing,"['Hong Kong Style', 'Chinese BBQ', 'Tea Restaurant', 'Food Wise Eateries', 'Salt & Sugar Reduction Restaurant']",3,"['30', '30', '20', '30', '20']",303,28 Reviews,"['11', '7', '5']",$51-100,Mei Foo,Mei Foo,"Shop C&D, G/F, 9 Po Lun Street, Mei Foo",https://www.openrice.com/en/hongkong/r-tai-hing-mei-foo-hong-kong-style-chinese-bbq-r56441
65,-r13596,日日鮮豆漿,,"['Hong Kong Style', 'Fast Food', 'Snack Shop & Deli']",3.5,"['30', '30', '30', '30', '30']",199,24 Reviews,"['18', '2', '2']",Below $50,Mei Foo,Mei Foo,"Shop 75D, G/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-%E6%97%A5%E6%97%A5%E9%AE%AE%E8%B1%86%E6%BC%BF-mei-foo-hong-kong-style-r13596
66,r127691,爭鮮外帶壽司,Sushi Take-Out,"['Japanese', 'Sushi/Sashimi', 'Takeaway']",3.5,"['30', '30', '30', '30', '30']",94,7 Reviews,"['2', '4', '0']",Below $50,Mei Foo,Mei Foo,"G/F, 15-21 Geely Path, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-sushi-take-out-mei-foo-japanese-sushi-sashimi-r127691
